Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S230488049,Canada Goose,Branta canadensis,342,X,US-WA,Jefferson,L292851,Fort Worden SP,48.1408906,-122.7680969,2025-04-27,,Historical,,1
S377210785,Canada Goose,Branta canadensis,342,40,US-WA,King,L298030,Carkeek Park,47.7126411,-122.377647,2026-07-27,07:53 PM,eBird - Traveling Count,13,1,.357,,1
S309580927,Canada Goose,Branta canadensis,342,6,US-WA,King,L280267,Foster Island & Marsh Island,47.646592,-122.2909732,2026-03-15,10:53 AM,eBird - Traveling Count,96,1,1.041,,1
S380906489,Canada Goose,Branta canadensis,342,12,US-WA,King,L267071,Frager Rd. (north),47.418883,-122.2678757,2026-08-07,09:32 AM,eBird - Traveling Count,176,1,2.644,,1
S291993014,Canada Goose,Branta canadensis,342,X,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-01-02,03:40 PM,eBird - Stationary Count,240,1,,,1
S296590988,Canada Goose,Branta canadensis,342,2,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-01-27,11:39 AM,eBird - Stationary Count,180,1,,,1
S298134651,Canada Goose,Branta canadensis,342,4,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-02-04,08:30 AM,eBird - Stationary Count,240,1,,,1
S318059543,Canada Goose,Branta canadensis,342,3,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-04-06,07:30 AM,eBird - Stationary Count,7,1,,,1
S326022728,Canada Goose,Branta canadensis,342,3,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-04-23,08:45 AM,eBird - Traveling Count,19,1,.602,,1
S351854090,Canada Goose,Branta canadensis,342,11,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-06-03,08:30 AM,eBird - Traveling Count,21,1,.679,,1
S366226853,Canada Goose,Branta canadensis,342,6,US-WA,King,L2692026,Fremont Canal Park,47.6514476,-122.3570377,2026-07-01,07:33 AM,eBird - Traveling Count,20,1,.634,,1
